id,word,sourceWord,pinyin,introducedLevel,hskLevels,partOfSpeechSource,sourceSort,sourceLevelName
hsk5_117,超,超,chāo,5,5,动,2117,五级
hsk5_118,超出,超出,chāochū,5,5,动,2118,五级
hsk5_119,超级,超级,chāojí,5,5,形,2119,五级
hsk5_120,超速,超速,chāosù,5,5,动,2120,五级
hsk5_121,朝,朝,cháo,5,5,动、介,2121,五级
hsk5_122,吵,吵,chǎo,5,5,形、动,2122,五级
hsk5_123,炒,炒,chǎo,5,5,动,2123,五级
hsk5_124,车祸,车祸,chēhuò,5,5,名,2124,五级
hsk5_125,车库,车库,chēkù,5,5,名,2125,五级
hsk5_126,车辆,车辆,chēliàng,5,5,名,2126,五级
hsk5_127,车厢,车厢,chēxiāng,5,5,名,2127,五级
hsk5_128,车主,车主,chēzhǔ,5,5,名,2128,五级
hsk5_129,彻底,彻底,chèdǐ,5,5,形,2129,五级
hsk5_130,沉,沉,chén,5,5,动、形,2130,五级
hsk5_131,沉默,沉默,chénmò,5,5,动,2131,五级
hsk5_132,称,称1,chēng,5,5,动,2132,五级
hsk5_133,称,称2,chēng,5,5,动,2133,五级
hsk5_134,称为,称为,chēngwéi,5,5,动,2134,五级
hsk5_135,称赞,称赞,chēngzàn,5,5,动,2135,五级
hsk5_136,成本,成本,chéngběn,5,5,名,2136,五级
hsk5_137,承担,承担,chéngdān,5,5,动,2137,五级
hsk5_138,程度,程度,chéngdù,5,5,名,2138,五级
hsk5_139,成分,成分,chéngfèn,5,5,名,2139,五级
hsk5_140,成果,成果,chéngguǒ,5,5,名,2140,五级
hsk5_141,成就,成就,chéngjiù,5,5,名、动,2141,五级
hsk5_142,成立,成立,chénglì,5,5,动,2142,五级
hsk5_143,成年,成年1,chéngnián,5,5,动,2143,五级
hsk5_144,城区,城区,chéngqū,5,5,名,2144,五级
hsk5_145,成人,成人,chéngrén,5,5,动、名,2145,五级
hsk5_146,承认,承认,chéngrèn,5,5,动,2146,五级
hsk5_147,承受,承受,chéngshòu,5,5,动,2147,五级
hsk5_148,成熟,成熟,chéngshú,5,5,动、形,2148,五级
hsk5_149,乘务员,乘务员,chéngwùyuán,5,5,名,2149,五级
hsk5_150,程序,程序,chéngxù,5,5,名,2150,五级
hsk5_151,成员,成员,chéngyuán,5,5,名,2151,五级
hsk5_152,成长,成长,chéngzhǎng,5,5,动,2152,五级
hsk5_153,橙子,橙子,chéngzi,5,5,名,2153,五级
hsk5_154,池,池,chí,5,5,名,2154,五级
hsk5_155,持续,持续,chíxù,5,5,动,2155,五级
hsk5_156,尺子,尺子,chǐzi,5,5,名,2156,五级
hsk5_157,翅膀,翅膀,chìbǎng,5,5,名,2157,五级
hsk5_158,冲,冲,chōng,5,5,动,2158,五级
hsk5_159,充电,充电,chōngdiàn,5,5,动,2159,五级
hsk5_160,充分,充分,chōngfèn,5,5,形,2160,五级
hsk5_161,充满,充满,chōngmǎn,5,5,动,2161,五级
hsk5_162,充值,充值,chōngzhí,5,5,动,2162,五级
hsk5_163,充足,充足,chōngzú,5,5,形,2163,五级
hsk5_164,重复,重复,chóngfù,5,5,动,2164,五级
hsk5_165,虫子,虫子,chóngzi,5,5,名,2165,五级
hsk5_166,宠物,宠物,chǒngwù,5,5,名,2166,五级
hsk5_167,抽,抽,chōu,5,5,动,2167,五级
hsk5_168,丑,丑,chǒu,5,5,形,2168,五级
hsk5_169,臭,臭,chòu,5,5,形,2169,五级
hsk5_170,初,初,chū,5,5,名、副、前缀,2170,五级
hsk5_171,出版,出版,chūbǎn,5,5,动,2171,五级
hsk5_172,初级,初级,chūjí,5,5,形,2172,五级
hsk5_173,初期,初期,chūqī,5,5,名,2173,五级
hsk5_174,出色,出色,chūsè,5,5,形,2174,五级
hsk5_175,出售,出售,chūshòu,5,5,动,2175,五级
hsk5_176,出席,出席,chūxí,5,5,动,2176,五级
hsk5_177,出自,出自,chūzì,5,5,动,2177,五级
hsk5_178,除夕,除夕,chúxī,5,5,名,2178,五级
hsk5_179,处,处,chǔ,5,5,动,2179,五级
hsk5_180,处理,处理,chǔlǐ,5,5,动,2180,五级
hsk5_181,处于,处于,chǔyú,5,5,动,2181,五级
hsk5_182,处,处,chù,5,5,名,2182,五级
hsk5_183,传,传,chuán,5,5,动,2183,五级
hsk5_184,传播,传播,chuánbō,5,5,动,2184,五级
hsk5_185,传递,传递,chuándì,5,5,动,2185,五级
hsk5_186,传说,传说,chuánshuō,5,5,动、名,2186,五级
hsk5_187,传统,传统,chuántǒng,5,5,名、形,2187,五级
hsk5_188,窗台,窗台,chuāngtái,5,5,名,2188,五级
hsk5_189,床单,床单,chuángdān,5,5,名,2189,五级
hsk5_190,创新,创新,chuàngxīn,5,5,动、名,2190,五级
hsk5_191,创业,创业,chuàngyè,5,5,动,2191,五级
hsk5_192,创造,创造,chuàngzào,5,5,动,2192,五级
hsk5_193,创作,创作,chuàngzuò,5,5,动、名,2193,五级
hsk5_194,词汇,词汇,cíhuì,5,5,名,2194,五级
hsk5_195,辞职,辞职,cízhí,5,5,动,2195,五级
hsk5_196,此后,此后,cǐhòu,5,5,名,2196,五级
hsk5_197,此前,此前,cǐqián,5,5,名,2197,五级
hsk5_198,此时,此时,cǐshí,5,5,名,2198,五级
hsk5_199,刺激,刺激,cìjī,5,5,动、名,2199,五级
hsk5_200,从不,从不,cóng bù,5,5,,2200,五级
hsk5_201,从而,从而,cóng’ér,5,5,连,2201,五级
hsk5_202,从前,从前,cóngqián,5,5,名,2202,五级
hsk5_203,从事,从事,cóngshì,5,5,动,2203,五级
hsk5_204,促进,促进,cùjìn,5,5,动,2204,五级
hsk5_205,促使,促使,cùshǐ,5,5,动,2205,五级
hsk5_206,促销,促销,cùxiāo,5,5,动,2206,五级
hsk5_207,催,催,cuī,5,5,动,2207,五级
hsk5_208,存放,存放,cúnfàng,5,5,动,2208,五级
hsk5_209,存款,存款,cúnkuǎn,5,5,动、名,2209,五级
hsk5_210,存在,存在,cúnzài,5,5,动,2210,五级
hsk5_211,措施,措施,cuòshī,5,5,名,2211,五级
hsk5_212,达成,达成,dáchéng,5,5,动,2212,五级
hsk5_213,打扮,打扮,dǎban,5,5,动,2213,五级
hsk5_214,打包,打包,dǎbāo,5,5,动,2214,五级
hsk5_215,打断,打断,dǎduàn,5,5,动,2215,五级
hsk5_216,打破,打破,dǎpò,5,5,动,2216,五级
hsk5_217,打听,打听,dǎting,5,5,动,2217,五级
hsk5_218,大胆,大胆,dàdǎn,5,5,形,2218,五级
hsk5_219,大多,大多,dàduō,5,5,副,2219,五级
hsk5_220,大会,大会,dàhuì,5,5,名,2220,五级
hsk5_221,大力,大力,dàlì,5,5,名、副,2221,五级
hsk5_222,大妈,大妈,dàmā,5,5,名,2222,五级
hsk5_223,大米,大米,dàmǐ,5,5,名,2223,五级
hsk5_224,大脑,大脑,dànǎo,5,5,名,2224,五级
hsk5_225,大批,大批,dàpī,5,5,形,2225,五级
hsk5_226,大厦,大厦,dàshà,5,5,名,2226,五级
hsk5_227,大事,大事,dàshì,5,5,名,2227,五级
hsk5_228,大象,大象,dàxiàng,5,5,名,2228,五级
hsk5_229,大型,大型,dàxíng,5,5,形,2229,五级
hsk5_230,大爷,大爷,dàye,5,5,名,2230,五级
hsk5_231,大于,大于,dàyú,5,5,动,2231,五级
hsk5_232,大众,大众,dàzhòng,5,5,名,2232,五级
hsk5_233,代,代,dài,5,5,动、名,2233,五级
hsk5_234,代表,代表,dàibiǎo,5,5,名、动,2234,五级
hsk5_235,带动,带动,dàidòng,5,5,动,2235,五级
hsk5_236,代替,代替,dàitì,5,5,动,2236,五级
hsk5_237,待遇,待遇,dàiyù,5,5,名,2237,五级
hsk5_238,单,单,dān,5,5,形、副、名、量,2238,五级
hsk5_239,单独,单独,dāndú,5,5,副,2239,五级
hsk5_240,担任,担任,dānrèn,5,5,动,2240,五级
hsk5_241,单一,单一,dānyī,5,5,形,2241,五级
hsk5_242,单元,单元,dānyuán,5,5,名,2242,五级
hsk5_243,胆小,胆小,dǎnxiǎo,5,5,形,2243,五级
hsk5_244,淡,淡,dàn,5,5,形,2244,五级
hsk5_245,当地,当地,dāngdì,5,5,名,2245,五级
hsk5_246,当年,当年,dāngnián,5,5,名,2246,五级
hsk5_247,当前,当前,dāngqián,5,5,动、名,2247,五级
hsk5_248,当中,当中,dāngzhōng,5,5,名,2248,五级
hsk5_249,挡,挡,dǎng,5,5,动,2249,五级
hsk5_250,当,当,dàng,5,5,动,2250,五级
hsk5_251,当成,当成,dàngchéng,5,5,动,2251,五级
hsk5_252,当作,当作,dàngzuò,5,5,动,2252,五级
hsk5_253,倒,倒,dǎo,5,5,动,2253,五级
hsk5_254,导演,导演,dǎoyǎn,5,5,动、名,2254,五级
hsk5_255,导致,导致,dǎozhì,5,5,动,2255,五级
hsk5_256,到达,到达,dàodá,5,5,动,2256,五级
hsk5_257,道理,道理,dàolǐ,5,5,名,2257,五级
hsk5_258,到期,到期,dàoqī,5,5,动,2258,五级
hsk5_259,登,登,dēng,5,5,动,2259,五级
hsk5_260,灯光,灯光,dēngguāng,5,5,名,2260,五级
hsk5_261,登记,登记,dēngjì,5,5,动,2261,五级
hsk5_262,登录,登录,dēnglù,5,5,动,2262,五级
hsk5_263,等待,等待,děngdài,5,5,动,2263,五级
hsk5_264,等候,等候,děnghòu,5,5,动,2264,五级
hsk5_265,等于,等于,děngyú,5,5,动,2265,五级
hsk5_266,低头,低头,dītóu,5,5,动,2266,五级
hsk5_267,的确,的确,díquè,5,5,副,2267,五级
hsk5_268,敌人,敌人,dírén,5,5,名,2268,五级
hsk5_269,递,递,dì,5,5,动,2269,五级
hsk5_270,地理,地理,dìlǐ,5,5,名,2270,五级
hsk5_271,地面,地面,dìmiàn,5,5,名,2271,五级
hsk5_272,地区,地区,dìqū,5,5,名,2272,五级
hsk5_273,地位,地位,dìwèi,5,5,名,2273,五级
hsk5_274,地下,地下,dìxià,5,5,名、形,2274,五级
hsk5_275,地震,地震,dìzhèn,5,5,动,2275,五级
hsk5_276,点心,点心,diǎnxin,5,5,名,2276,五级
hsk5_277,点赞,点赞,diǎnzàn,5,5,动,2277,五级
hsk5_278,电池,电池,diànchí,5,5,名,2278,五级
hsk5_279,电动,电动,diàndòng,5,5,形,2279,五级
hsk5_280,电器,电器,diànqì,5,5,名,2280,五级
hsk5_281,电商,电商,diànshāng,5,5,名,2281,五级
hsk5_282,电视台,电视台,diànshìtái,5,5,名,2282,五级
hsk5_283,电子版,电子版,diànzǐbǎn,5,5,名,2283,五级
hsk5_284,调,调1,diào,5,5,动,2284,五级
hsk5_285,调研,调研,diàoyán,5,5,动,2285,五级
hsk5_286,定期,定期,dìngqī,5,5,动、形,2286,五级
hsk5_287,丢失,丢失,diūshī,5,5,动,2287,五级
hsk5_288,冻,冻,dòng,5,5,动,2288,五级
hsk5_289,洞,洞,dòng,5,5,名,2289,五级
hsk5_290,动画,动画,dònghuà,5,5,名,2290,五级
hsk5_291,动人,动人,dòngrén,5,5,形,2291,五级
hsk5_292,动手,动手,dòngshǒu,5,5,动,2292,五级
hsk5_293,豆腐,豆腐,dòufu,5,5,名,2293,五级
hsk5_294,豆浆,豆浆,dòujiāng,5,5,名,2294,五级
hsk5_295,独立,独立,dúlì,5,5,动、形,2295,五级
hsk5_296,独特,独特,dútè,5,5,形,2296,五级
hsk5_297,读音,读音,dúyīn,5,5,名,2297,五级
hsk5_298,独自,独自,dúzì,5,5,副,2298,五级
hsk5_299,堵,堵,dǔ,5,5,动、形、量,2299,五级
hsk5_300,度,度,dù,5,5,量、名、动、后缀,2300,五级
hsk5_301,短处,短处,duǎnchù,5,5,名,2301,五级
hsk5_302,短期,短期,duǎnqī,5,5,名、形,2302,五级
hsk5_303,断,断,duàn,5,5,动,2303,五级
hsk5_304,堆,堆,duī,5,5,动、名、量,2304,五级
hsk5_305,对比,对比,duìbǐ,5,5,动、名,2305,五级
hsk5_306,对待,对待,duìdài,5,5,动,2306,五级
hsk5_307,对手,对手,duìshǒu,5,5,名,2307,五级
hsk5_308,队伍,队伍,duìwu,5,5,名,2308,五级
hsk5_309,对象,对象,duìxiàng,5,5,名,2309,五级
hsk5_310,吨,吨,dūn,5,5,量,2310,五级
hsk5_311,朵,朵,duǒ,5,5,量,2311,五级
hsk5_312,躲,躲,duǒ,5,5,动,2312,五级
hsk5_313,儿女,儿女,érnǚ,5,5,名,2313,五级
hsk5_314,二手,二手,èrshǒu,5,5,形,2314,五级
hsk5_315,二维码,二维码,èrwéimǎ,5,5,名,2315,五级
hsk5_316,发表,发表,fābiǎo,5,5,动,2316,五级
hsk5_317,发布,发布,fābù,5,5,动,2317,五级
hsk5_318,发达,发达,fādá,5,5,形、动,2318,五级
hsk5_319,发挥,发挥,fāhuī,5,5,动,2319,五级
hsk5_320,发明,发明,fāmíng,5,5,动、名,2320,五级
hsk5_321,发起,发起,fāqǐ,5,5,动,2321,五级
hsk5_322,发言,发言,fāyán,5,5,动、名,2322,五级
hsk5_323,发音,发音,fāyīn,5,5,动、名,2323,五级
hsk5_324,罚,罚,fá,5,5,动,2324,五级
hsk5_325,罚款,罚款,fákuǎn,5,5,动、名,2325,五级
hsk5_326,法院,法院,fǎyuàn,5,5,名,2326,五级
hsk5_327,翻,翻,fān,5,5,动,2327,五级
hsk5_328,番茄,番茄,fānqié,5,5,名,2328,五级
hsk5_329,繁荣,繁荣,fánróng,5,5,形、动,2329,五级
hsk5_330,反,反,fǎn,5,5,形、动、副,2330,五级
hsk5_331,反而,反而,fǎn’ér,5,5,副,2331,五级
hsk5_332,反复,反复,fǎnfù,5,5,副、动、名,2332,五级
hsk5_333,返回,返回,fǎnhuí,5,5,动,2333,五级
hsk5_334,反应,反应,fǎnyìng,5,5,动、名,2334,五级
hsk5_335,反映,反映,fǎnyìng,5,5,动,2335,五级
hsk5_336,反正,反正,fǎnzhèng,5,5,副,2336,五级
hsk5_337,范围,范围,fànwéi,5,5,名,2337,五级
hsk5_338,方,方,fāng,5,5,形、名,2338,五级
hsk5_339,方案,方案,fāng’àn,5,5,名,2339,五级
hsk5_340,防,防,fáng,5,5,动,2340,五级
hsk5_341,房屋,房屋,fángwū,5,5,名,2341,五级
hsk5_342,防止,防止,fángzhǐ,5,5,动,2342,五级
hsk5_343,仿佛,仿佛,fǎngfú,5,5,副,2343,五级
hsk5_344,访问,访问,fǎngwèn,5,5,动,2344,五级
hsk5_345,飞行,飞行,fēixíng,5,5,动,2345,五级
hsk5_346,飞行员,飞行员,fēixíngyuán,5,5,名,2346,五级
hsk5_347,非洲,非洲,Fēizhōu,5,5,名,2347,五级
hsk5_348,分别,分别,fēnbié,5,5,动、副、名,2348,五级
hsk5_349,分布,分布,fēnbù,5,5,动,2349,五级
hsk5_350,纷纷,纷纷,fēnfēn,5,5,形、副,2350,五级
hsk5_351,分类,分类,fēnlèi,5,5,动,2351,五级
hsk5_352,分离,分离,fēnlí,5,5,动,2352,五级
hsk5_353,分配,分配,fēnpèi,5,5,动,2353,五级
hsk5_354,分手,分手,fēnshǒu,5,5,动,2354,五级
hsk5_355,分析,分析,fēnxī,5,5,动,2355,五级
hsk5_356,分享,分享,fēnxiǎng,5,5,动,2356,五级
hsk5_357,奋斗,奋斗,fèndòu,5,5,动,2357,五级
hsk5_358,丰富多彩,丰富多彩,fēngfù-duōcǎi,5,5,,2358,五级
hsk5_359,风格,风格,fēnggé,5,5,名,2359,五级
hsk5_360,疯狂,疯狂,fēngkuáng,5,5,形,2360,五级
hsk5_361,风俗,风俗,fēngsú,5,5,名,2361,五级
hsk5_362,风险,风险,fēngxiǎn,5,5,名,2362,五级
hsk5_363,否定,否定,fǒudìng,5,5,动、形,2363,五级
hsk5_364,否认,否认,fǒurèn,5,5,动,2364,五级
hsk5_365,夫妇,夫妇,fūfù,5,5,名,2365,五级
hsk5_366,扶,扶,fú,5,5,动,2366,五级
hsk5_367,福,福,fú,5,5,名,2367,五级
hsk5_368,服装,服装,fúzhuāng,5,5,名,2368,五级
hsk5_369,副,副1,fù,5,5,量,2369,五级
hsk5_370,富,富,fù,5,5,形,2370,五级
hsk5_371,付出,付出,fùchū,5,5,动,2371,五级
hsk5_372,负担,负担,fùdān,5,5,动、名,2372,五级
hsk5_373,妇女,妇女,fùnǚ,5,5,名,2373,五级
hsk5_374,富有,富有,fùyǒu,5,5,形、动,2374,五级
hsk5_375,复制,复制,fùzhì,5,5,动,2375,五级
hsk5_376,改革,改革,gǎigé,5,5,动,2376,五级
hsk5_377,改进,改进,gǎijìn,5,5,动,2377,五级
hsk5_378,改善,改善,gǎishàn,5,5,动,2378,五级
hsk5_379,改天,改天,gǎitiān,5,5,副,2379,五级
hsk5_380,改正,改正,gǎizhèng,5,5,动,2380,五级
hsk5_381,盖,盖,gài,5,5,名、动,2381,五级
hsk5_382,概括,概括,gàikuò,5,5,动、形,2382,五级
hsk5_383,概念,概念,gàiniàn,5,5,名,2383,五级
hsk5_384,敢于,敢于,gǎnyú,5,5,动,2384,五级
hsk5_385,刚好,刚好,gānghǎo,5,5,形、副,2385,五级
hsk5_386,高大,高大,gāodà,5,5,形,2386,五级
hsk5_387,高档,高档,gāodàng,5,5,形,2387,五级
hsk5_388,高度,高度,gāodù,5,5,名、形,2388,五级
hsk5_389,高级,高级,gāojí,5,5,形,2389,五级
hsk5_390,高科技,高科技,gāokējì,5,5,名,2390,五级
hsk5_391,高效,高效,gāoxiào,5,5,形,2391,五级
hsk5_392,搞,搞,gǎo,5,5,动,2392,五级
hsk5_393,告别,告别,gàobié,5,5,动,2393,五级
hsk5_394,歌词,歌词,gēcí,5,5,名,2394,五级
hsk5_395,歌曲,歌曲,gēqǔ,5,5,名,2395,五级
hsk5_396,隔,隔,gé,5,5,动,2396,五级
hsk5_397,格外,格外,géwài,5,5,副,2397,五级
hsk5_398,个别,个别,gèbié,5,5,副、形,2398,五级
hsk5_399,各行各业,各行各业,gèháng-gèyè,5,5,,2399,五级
hsk5_400,个人,个人,gèrén,5,5,名,2400,五级
hsk5_401,个性,个性,gèxìng,5,5,名,2401,五级
hsk5_402,各自,各自,gèzì,5,5,代,2402,五级
hsk5_403,根,根,gēn,5,5,名、量,2403,五级
hsk5_404,根本,根本,gēnběn,5,5,名、形、副,2404,五级
hsk5_405,更换,更换,gēnghuàn,5,5,动,2405,五级
hsk5_406,更新,更新,gēngxīn,5,5,动,2406,五级
hsk5_407,公布,公布,gōngbù,5,5,动,2407,五级
hsk5_408,工程,工程,gōngchéng,5,5,名,2408,五级
hsk5_409,工程师,工程师,gōngchéngshī,5,5,名,2409,五级
hsk5_410,工具,工具,gōngjù,5,5,名,2410,五级
hsk5_411,功能,功能,gōngnéng,5,5,名,2411,五级
hsk5_412,公平,公平,gōngpíng,5,5,形,2412,五级
hsk5_413,公务员,公务员,gōngwùyuán,5,5,名,2413,五级
hsk5_414,恭喜,恭喜,gōngxǐ,5,5,动,2414,五级
hsk5_415,工业,工业,gōngyè,5,5,名,2415,五级
hsk5_416,工艺,工艺,gōngyì,5,5,名,2416,五级
hsk5_417,公寓,公寓,gōngyù,5,5,名,2417,五级
hsk5_418,贡献,贡献,gòngxiàn,5,5,动、名,2418,五级
hsk5_419,共享,共享,gòngxiǎng,5,5,动,2419,五级
hsk5_420,沟通,沟通,gōutōng,5,5,动,2420,五级
hsk5_421,构成,构成,gòuchéng,5,5,动、名,2421,五级
hsk5_422,古,古,gǔ,5,5,形,2422,五级
hsk5_423,鼓,鼓,gǔ,5,5,名、动、形,2423,五级
hsk5_424,古代,古代,gǔdài,5,5,名,2424,五级
hsk5_425,古老,古老,gǔlǎo,5,5,形,2425,五级
hsk5_426,鼓掌,鼓掌,gǔzhǎng,5,5,动,2426,五级
hsk5_427,固定,固定,gùdìng,5,5,动,2427,五级
hsk5_428,故乡,故乡,gùxiāng,5,5,名,2428,五级
hsk5_429,挂号,挂号,guàhào,5,5,动,2429,五级
hsk5_430,怪,怪,guài,5,5,形、动、副,2430,五级
hsk5_431,关闭,关闭,guānbì,5,5,动,2431,五级
hsk5_432,观察,观察,guānchá,5,5,动,2432,五级
hsk5_433,观点,观点,guāndiǎn,5,5,名,2433,五级
hsk5_434,观念,观念,guānniàn,5,5,名,2434,五级
hsk5_435,冠军,冠军,guànjūn,5,5,名,2435,五级
