id,word,sourceWord,pinyin,introducedLevel,hskLevels,partOfSpeechSource,sourceSort,sourceLevelName
hsk1_037,电视,电视,diànshì,1,1,名,37,一级
hsk1_038,电影,电影,diànyǐng,1,1,名,38,一级
hsk1_039,电影院,电影院,diànyǐngyuàn,1,1,名,39,一级
hsk1_040,东西,东西,dōngxi,1,1,名,40,一级
hsk1_041,都,都,dōu,1,1,副,41,一级
hsk1_042,读,读,dú,1,1,动,42,一级
hsk1_043,读书,读书,dúshū,1,1,动,43,一级
hsk1_044,对,对,duì,1,"1,4",形、介、（动、量）,44,一级（四级）
hsk1_045,对不起,对不起,duìbuqǐ,1,1,动,45,一级
hsk1_046,多,多,duō,1,"1,2",形、动、代、（数、副）,46,一级（二级）
hsk1_047,多少,多少,duōshao,1,1,代,47,一级
hsk1_048,儿子,儿子,érzi,1,1,名,48,一级
hsk1_049,二,二,èr,1,1,数,49,一级
hsk1_050,饭,饭,fàn,1,1,名,50,一级
hsk1_051,饭店,饭店,fàndiàn,1,1,名,51,一级
hsk1_052,房间,房间,fángjiān,1,1,名,52,一级
hsk1_053,非常,非常,fēicháng,1,1,副,53,一级
hsk1_054,飞机,飞机,fēijī,1,1,名,54,一级
hsk1_055,分,分,fēn,1,"1,3",量、（动、名）,55,一级（三级）
hsk1_056,分钟,分钟,fēnzhōng,1,1,量,56,一级
hsk1_057,高兴,高兴,gāoxìng,1,1,形,57,一级
hsk1_058,歌,歌,gē,1,1,名,58,一级
hsk1_059,哥哥,哥哥,gēge,1,1,名,59,一级
hsk1_060,个,个,gè,1,1,量,60,一级
hsk1_061,给,给,gěi,1,"1,2",动、（介）,61,一级（二级）
hsk1_062,公司,公司,gōngsī,1,1,名,62,一级
hsk1_063,工作,工作,gōngzuò,1,1,动、名,63,一级
hsk1_064,狗,狗,gǒu,1,1,名,64,一级
hsk1_065,贵,贵,guì,1,1,形,65,一级
hsk1_066,国,国,guó,1,1,名,66,一级
hsk1_067,还,还,hái,1,1,副,67,一级
hsk1_068,孩子,孩子,háizi,1,1,名,68,一级
hsk1_069,汉语,汉语,Hànyǔ,1,1,名,69,一级
hsk1_070,汉字,汉字,Hànzì,1,1,名,70,一级
hsk1_071,好,好,hǎo,1,"1,2,4",形、（副）、（动）,71,一级（二级）（四级）
hsk1_072,好吃,好吃,hǎochī,1,1,形,72,一级
hsk1_073,好看,好看,hǎokàn,1,1,形,73,一级
hsk1_074,好听,好听,hǎotīng,1,1,形,74,一级
hsk1_075,好玩儿,好玩儿,hǎowánr,1,1,形,75,一级
hsk1_076,号,号,hào,1,1,名、量,76,一级
hsk1_077,喝,喝,hē,1,1,动,77,一级
hsk1_078,和,和1,hé,1,1,介、连,78,一级
hsk1_079,很,很,hěn,1,1,副,79,一级
hsk1_080,后,后,hòu,1,1,名,80,一级
hsk1_081,回,回,huí,1,"1,3",动、（量）,81,一级（三级）
hsk1_082,会,会1,huì,1,1,动,82,一级
hsk1_083,火车,火车,huǒchē,1,1,名,83,一级
hsk1_084,鸡蛋,鸡蛋,jīdàn,1,1,名,84,一级
hsk1_085,几,几,jǐ,1,1,代、数,85,一级
hsk1_086,家,家,jiā,1,"1,3",名、量、（后缀）,86,一级（三级）
hsk1_087,家人,家人,jiārén,1,1,名,87,一级
hsk1_088,见,见,jiàn,1,1,动,88,一级
hsk1_089,件,件,jiàn,1,1,量,89,一级
hsk1_090,饺子,饺子,jiǎozi,1,1,名,90,一级
hsk1_091,叫,叫,jiào,1,"1,4",动、（介）,91,一级（四级）
hsk1_092,姐姐,姐姐,jiějie,1,1,名,92,一级
hsk1_093,今年,今年,jīnnián,1,1,名,93,一级
hsk1_094,今天,今天,jīntiān,1,1,名,94,一级
hsk1_095,九,九,jiǔ,1,1,数,95,一级
hsk1_096,觉得,觉得,juéde,1,1,动,96,一级
hsk1_097,开,开,kāi,1,1,动,97,一级
hsk1_098,开车,开车,kāichē,1,1,动,98,一级
hsk1_099,看,看,kàn,1,1,动,99,一级
hsk1_100,看病,看病,kànbìng,1,1,动,100,一级
hsk1_101,看见,看见,kànjiàn,1,1,动,101,一级
hsk1_102,可以,可以,kěyǐ,1,1,动、形,102,一级
hsk1_103,课,课,kè,1,1,名,103,一级
hsk1_104,口,口,kǒu,1,1,名、量,104,一级
hsk1_105,块,块,kuài,1,1,量,105,一级
hsk1_106,来,来,lái,1,1,动,106,一级
hsk1_107,老师,老师,lǎoshī,1,1,名,107,一级
hsk1_108,了,了,le,1,1,助,108,一级
hsk1_109,冷,冷,lěng,1,1,形,109,一级
hsk1_110,里,里,lǐ,1,1,名,110,一级
hsk1_111,两,两1,liǎng,1,1,数,111,一级
hsk1_112,零,零,líng,1,1,数,112,一级
hsk1_113,六,六,liù,1,1,数,113,一级
hsk1_114,妈妈,妈妈,māma,1,1,名,114,一级
hsk1_115,吗,吗,ma,1,1,助,115,一级
hsk1_116,买,买,mǎi,1,1,动,116,一级
hsk1_117,卖,卖,mài,1,1,动,117,一级
hsk1_118,忙,忙,máng,1,1,形、动,118,一级
hsk1_119,猫,猫,māo,1,1,名,119,一级
hsk1_120,没关系,没关系,méi guānxi,1,1,,120,一级
hsk1_121,没事,没事,méishì,1,1,动,121,一级
hsk1_122,没有,没有,méiyǒu,1,1,动、副,122,一级
hsk1_123,妹妹,妹妹,mèimei,1,1,名,123,一级
hsk1_124,们,们,men,1,1,后缀,124,一级
hsk1_125,米饭,米饭,mǐfàn,1,1,名,125,一级
hsk1_126,面包,面包,miànbāo,1,1,名,126,一级
hsk1_127,面条儿,面条儿,miàntiáor,1,1,名,127,一级
hsk1_128,明年,明年,míngnián,1,1,名,128,一级
hsk1_129,明天,明天,míngtiān,1,1,名,129,一级
hsk1_130,名字,名字,míngzi,1,1,名,130,一级
hsk1_131,哪,哪,nǎ,1,1,代,131,一级
hsk1_132,哪个,哪个,nǎge,1,1,代,132,一级
hsk1_133,哪里,哪里,nǎlǐ,1,1,代,133,一级
hsk1_134,哪儿,哪儿,nǎr,1,1,代,134,一级
hsk1_135,哪些,哪些,nǎxiē,1,1,代,135,一级
hsk1_136,那,那,nà,1,"1,2",代、（连）,136,一级（二级）
hsk1_137,那边,那边,nàbiān,1,1,代,137,一级
hsk1_138,那个,那个,nàge,1,1,代,138,一级
hsk1_139,那里,那里,nàlǐ,1,1,代,139,一级
hsk1_140,那儿,那儿,nàr,1,1,代,140,一级
hsk1_141,那些,那些,nàxiē,1,1,代,141,一级
hsk1_142,男,男,nán,1,1,形,142,一级
hsk1_143,男朋友,男朋友,nánpéngyou,1,1,名,143,一级
hsk1_144,呢,呢,ne,1,1,助,144,一级
hsk1_145,能,能,néng,1,1,动,145,一级
hsk1_146,你,你,nǐ,1,1,代,146,一级
hsk1_147,你好,你好,nǐ hǎo,1,1,,147,一级
hsk1_148,你们,你们,nǐmen,1,1,代,148,一级
hsk1_149,年,年,nián,1,1,名、量,149,一级
hsk1_150,您,您,nín,1,1,代,150,一级
hsk1_151,牛奶,牛奶,niúnǎi,1,1,名,151,一级
hsk1_152,女,女,nǚ,1,1,形,152,一级
hsk1_153,女儿,女儿,nǚ’ér,1,1,名,153,一级
hsk1_154,女朋友,女朋友,nǚpéngyou,1,1,名,154,一级
hsk1_155,女士,女士,nǚshì,1,1,名,155,一级
hsk1_156,朋友,朋友,péngyou,1,1,名,156,一级
hsk1_157,便宜,便宜,piányi,1,1,形,157,一级
hsk1_158,漂亮,漂亮,piàoliang,1,1,形,158,一级
hsk1_159,苹果,苹果,píngguǒ,1,1,名,159,一级
hsk1_160,七,七,qī,1,1,数,160,一级
hsk1_161,起床,起床,qǐchuáng,1,1,动,161,一级
hsk1_162,千,千,qiān,1,1,数,162,一级
hsk1_163,前,前,qián,1,1,名,163,一级
hsk1_164,钱,钱,qián,1,1,名,164,一级
hsk1_165,请,请,qǐng,1,1,动,165,一级
hsk1_166,请问,请问,qǐngwèn,1,1,动,166,一级
hsk1_167,去,去,qù,1,1,动,167,一级
hsk1_168,去年,去年,qùnián,1,1,名,168,一级
hsk1_169,热,热,rè,1,1,形,169,一级
hsk1_170,人,人,rén,1,1,名,170,一级
hsk1_171,认识,认识,rènshi,1,1,动,171,一级
hsk1_172,日,日,rì,1,"1,4",量、（名）,172,一级（四级）
hsk1_173,三,三,sān,1,1,数,173,一级
hsk1_174,商店,商店,shāngdiàn,1,1,名,174,一级
hsk1_175,上,上,shàng,1,1,名、动,175,一级
hsk1_176,上班,上班,shàngbān,1,1,动,176,一级
hsk1_177,上课,上课,shàngkè,1,1,动,177,一级
hsk1_178,上午,上午,shàngwǔ,1,1,名,178,一级
hsk1_179,上学,上学,shàngxué,1,1,动,179,一级
hsk1_180,少,少,shǎo,1,1,形、动,180,一级
hsk1_181,谁,谁,shéi/shuí,1,1,代,181,一级
hsk1_182,什么,什么,shénme,1,1,代,182,一级
hsk1_183,生病,生病,shēngbìng,1,1,动,183,一级
hsk1_184,十,十,shí,1,1,数,184,一级
hsk1_185,时候,时候,shíhou,1,1,名,185,一级
hsk1_186,时间,时间,shíjiān,1,1,名,186,一级
hsk1_187,事,事,shì,1,1,名,187,一级
hsk1_188,是,是,shì,1,1,动,188,一级
hsk1_189,手机,手机,shǒujī,1,1,名,189,一级
hsk1_190,书,书,shū,1,1,名,190,一级
hsk1_191,书店,书店,shūdiàn,1,1,名,191,一级
hsk1_192,水,水,shuǐ,1,1,名,192,一级
hsk1_193,水果,水果,shuǐguǒ,1,1,名,193,一级
hsk1_194,睡,睡,shuì,1,1,动,194,一级
hsk1_195,睡觉,睡觉,shuìjiào,1,1,动,195,一级
hsk1_196,说,说,shuō,1,1,动,196,一级
hsk1_197,说话,说话,shuōhuà,1,1,动,197,一级
hsk1_198,四,四,sì,1,1,数,198,一级
hsk1_199,岁,岁,suì,1,1,量,199,一级
hsk1_200,他,他,tā,1,1,代,200,一级
hsk1_201,它,它,tā,1,1,代,201,一级
hsk1_202,她,她,tā,1,1,代,202,一级
hsk1_203,他们,他们,tāmen,1,1,代,203,一级
hsk1_204,它们,它们,tāmen,1,1,代,204,一级
hsk1_205,她们,她们,tāmen,1,1,代,205,一级
hsk1_206,太,太,tài,1,1,副,206,一级
hsk1_207,天,天,tiān,1,1,名、量,207,一级
hsk1_208,天气,天气,tiānqì,1,1,名,208,一级
hsk1_209,听,听,tīng,1,1,动,209,一级
hsk1_210,听见,听见,tīngjiàn,1,1,动,210,一级
hsk1_211,同学,同学,tóngxué,1,1,名,211,一级
hsk1_212,外,外,wài,1,1,名,212,一级
hsk1_213,外边,外边,wàibian,1,1,名,213,一级
hsk1_214,玩,玩,wán,1,1,动,214,一级
hsk1_215,晚,晚,wǎn,1,1,形,215,一级
hsk1_216,晚饭,晚饭,wǎnfàn,1,1,名,216,一级
hsk1_217,晚上,晚上,wǎnshang,1,1,名,217,一级
hsk1_218,喂,喂1,wèi,1,1,叹,218,一级
hsk1_219,问,问,wèn,1,1,动,219,一级
hsk1_220,问题,问题,wèntí,1,1,名,220,一级
hsk1_221,我,我,wǒ,1,1,代,221,一级
hsk1_222,我们,我们,wǒmen,1,1,代,222,一级
hsk1_223,五,五,wǔ,1,1,数,223,一级
hsk1_224,午饭,午饭,wǔfàn,1,1,名,224,一级
hsk1_225,喜欢,喜欢,xǐhuan,1,1,动,225,一级
hsk1_226,下,下,xià,1,1,名、动、量,226,一级
hsk1_227,下雨,下雨,xià yǔ,1,1,,227,一级
hsk1_228,下班,下班,xiàbān,1,1,动,228,一级
hsk1_229,下课,下课,xiàkè,1,1,动,229,一级
hsk1_230,下午,下午,xiàwǔ,1,1,名,230,一级
hsk1_231,先生,先生,xiānsheng,1,1,名,231,一级
hsk1_232,现在,现在,xiànzài,1,1,名,232,一级
hsk1_233,想,想,xiǎng,1,1,动,233,一级
hsk1_234,小,小,xiǎo,1,1,形、前缀,234,一级
hsk1_235,小朋友,小朋友,xiǎopéngyǒu,1,1,名,235,一级
hsk1_236,小时,小时,xiǎoshí,1,1,名,236,一级
hsk1_237,小学,小学,xiǎoxué,1,1,名,237,一级
hsk1_238,小学生,小学生,xiǎoxuéshēng,1,1,名,238,一级
hsk1_239,些,些,xiē,1,1,量,239,一级
hsk1_240,写,写,xiě,1,1,动,240,一级
hsk1_241,谢谢,谢谢,xièxie,1,1,动,241,一级
hsk1_242,新,新,xīn,1,1,形,242,一级
hsk1_243,星期,星期,xīngqī,1,1,名,243,一级
hsk1_244,星期日,星期日,xīngqīrì,1,1,名,244,一级
hsk1_245,星期天,星期天,xīngqītiān,1,1,名,245,一级
hsk1_246,休息,休息,xiūxi,1,1,动,246,一级
hsk1_247,学,学,xué,1,1,动,247,一级
hsk1_248,学生,学生,xuéshēng,1,1,名,248,一级
hsk1_249,学习,学习,xuéxí,1,1,动,249,一级
hsk1_250,学校,学校,xuéxiào,1,1,名,250,一级
hsk1_251,雪,雪,xuě,1,1,名,251,一级
hsk1_252,要,要,yào,1,1,动,252,一级
hsk1_253,也,也,yě,1,1,副,253,一级
hsk1_254,一,一,yī,1,1,数,254,一级
hsk1_255,衣服,衣服,yīfu,1,1,名,255,一级
hsk1_256,医生,医生,yīshēng,1,1,名,256,一级
hsk1_257,医院,医院,yīyuàn,1,1,名,257,一级
hsk1_258,一半,一半,yíbàn,1,1,数,258,一级
hsk1_259,一下,一下,yíxià,1,"1,4",数量、（副）,259,一级（四级）
hsk1_260,椅子,椅子,yǐzi,1,1,名,260,一级
hsk1_261,一点儿,一点儿,yìdiǎnr,1,1,数量,261,一级
hsk1_262,一些,一些,yìxiē,1,1,数量,262,一级
hsk1_263,有,有,yǒu,1,1,动,263,一级
hsk1_264,有的,有的,yǒude,1,1,代,264,一级
hsk1_265,有点儿,有点儿,yǒudiǎnr,1,1,副,265,一级
hsk1_266,有些,有些,yǒuxiē,1,"1,3",代、（副）,266,一级（三级）
hsk1_267,雨,雨,yǔ,1,1,名,267,一级
hsk1_268,元,元,yuán,1,1,量,268,一级
hsk1_269,月,月,yuè,1,1,名,269,一级
hsk1_270,再,再,zài,1,1,副,270,一级
hsk1_271,在,在,zài,1,1,动、介、副,271,一级
hsk1_272,再见,再见,zàijiàn,1,1,动,272,一级
hsk1_273,早,早,zǎo,1,1,形,273,一级
hsk1_274,早饭,早饭,zǎofàn,1,1,名,274,一级
hsk1_275,早上,早上,zǎoshang,1,1,名,275,一级
hsk1_276,怎么,怎么,zěnme,1,1,代,276,一级
hsk1_277,怎么样,怎么样,zěnmeyàng,1,1,代,277,一级
hsk1_278,找,找,zhǎo,1,1,动,278,一级
hsk1_279,这,这,zhè,1,1,代,279,一级
hsk1_280,这边,这边,zhèbiān,1,1,代,280,一级
hsk1_281,这个,这个,zhège,1,1,代,281,一级
hsk1_282,这里,这里,zhèlǐ,1,1,代,282,一级
hsk1_283,这儿,这儿,zhèr,1,1,代,283,一级
hsk1_284,这些,这些,zhèxiē,1,1,代,284,一级
hsk1_285,真,真,zhēn,1,"1,4",副、（形）,285,一级（四级）
hsk1_286,正在,正在,zhèngzài,1,1,副,286,一级
hsk1_287,只,只,zhī,1,1,量,287,一级
hsk1_288,知道,知道,zhīdào,1,1,动,288,一级
hsk1_289,中国,中国,Zhōngguó,1,1,名,289,一级
hsk1_290,中文,中文,Zhōngwén,1,1,名,290,一级
hsk1_291,中午,中午,zhōngwǔ,1,1,名,291,一级
hsk1_292,中学,中学,zhōngxué,1,1,名,292,一级
hsk1_293,中学生,中学生,zhōngxuéshēng,1,1,名,293,一级
hsk1_294,住,住,zhù,1,1,动,294,一级
hsk1_295,桌子,桌子,zhuōzi,1,1,名,295,一级
hsk1_296,字,字,zì,1,1,名,296,一级
hsk1_297,昨天,昨天,zuótiān,1,1,名,297,一级
hsk1_298,坐,坐,zuò,1,1,动,298,一级
hsk1_299,做,做,zuò,1,1,动,299,一级
hsk1_300,做饭,做饭,zuò fàn,1,1,,300,一级
