id,word,sourceWord,pinyin,introducedLevel,hskLevels,partOfSpeechSource,sourceSort,sourceLevelName
hsk3_127,放学,放学,fàngxué,3,"1,2,3",动,627,三级
hsk3_128,分开,分开,fēnkāi,3,"1,2,3",动,628,三级
hsk3_129,风,风,fēng,3,"1,2,3",名,629,三级
hsk3_130,封,封,fēng,3,"1,2,3",量、（动）,630,三级（六级）
hsk3_131,夫妻,夫妻,fūqī,3,"1,2,3",名,631,三级
hsk3_132,服务,服务,fúwù,3,"1,2,3",动,632,三级
hsk3_133,附近,附近,fùjìn,3,"1,2,3",名,633,三级
hsk3_134,复习,复习,fùxí,3,"1,2,3",动,634,三级
hsk3_135,该,该1,gāi,3,"1,2,3",动,635,三级
hsk3_136,干净,干净,gānjìng,3,"1,2,3",形,636,三级
hsk3_137,感兴趣,感兴趣,gǎn xìngqù,3,"1,2,3",,637,三级
hsk3_138,感到,感到,gǎndào,3,"1,2,3",动,638,三级
hsk3_139,感冒,感冒,gǎnmào,3,"1,2,3",名、动,639,三级
hsk3_140,干,干,gàn,3,"1,2,3",动,640,三级
hsk3_141,刚,刚,gāng,3,"1,2,3",副,641,三级
hsk3_142,刚才,刚才,gāngcái,3,"1,2,3",名,642,三级
hsk3_143,刚刚,刚刚,gānggāng,3,"1,2,3",副,643,三级
hsk3_144,高铁,高铁,gāotiě,3,"1,2,3",名,644,三级
hsk3_145,根据,根据,gēnjù,3,"1,2,3",动、介、（名）,645,三级（五级）
hsk3_146,更,更,gèng,3,"1,2,3",副,646,三级
hsk3_147,公斤,公斤,gōngjīn,3,"1,2,3",量,647,三级
hsk3_148,公园,公园,gōngyuán,3,"1,2,3",名,648,三级
hsk3_149,工作日,工作日,gōngzuòrì,3,"1,2,3",名,649,三级
hsk3_150,故事,故事,gùshi,3,"1,2,3",名,650,三级
hsk3_151,刮,刮,guā,3,"1,2,3",动,651,三级
hsk3_152,关,关,guān,3,"1,2,3",动、（名）,652,三级（五级）
hsk3_153,关机,关机,guānjī,3,"1,2,3",动,653,三级
hsk3_154,关系,关系,guānxì,3,"1,2,3",名、（动）,654,三级（四级）
hsk3_155,关心,关心,guānxīn,3,"1,2,3",动,655,三级
hsk3_156,关于,关于,guānyú,3,"1,2,3",介,656,三级
hsk3_157,关注,关注,guānzhù,3,"1,2,3",动,657,三级
hsk3_158,国家,国家,guójiā,3,"1,2,3",名,658,三级
hsk3_159,过节,过节,guòjié,3,"1,2,3",动,659,三级
hsk3_160,过去,过去2,guòqù,3,"1,2,3",名,660,三级
hsk3_161,海,海,hǎi,3,"1,2,3",名,661,三级
hsk3_162,害怕,害怕,hàipà,3,"1,2,3",动,662,三级
hsk3_163,好多,好多,hǎoduō,3,"1,2,3",数,663,三级
hsk3_164,好久,好久,hǎojiǔ,3,"1,2,3",形,664,三级
hsk3_165,好像,好像,hǎoxiàng,3,"1,2,3",动、副,665,三级
hsk3_166,号码,号码,hàomǎ,3,"1,2,3",名,666,三级
hsk3_167,河,河,hé,3,"1,2,3",名,667,三级
hsk3_168,合适,合适,héshì,3,"1,2,3",形,668,三级
hsk3_169,黑板,黑板,hēibǎn,3,"1,2,3",名,669,三级
hsk3_170,红绿灯,红绿灯,hóng-lǜdēng,3,"1,2,3",名,670,三级
hsk3_171,后来,后来,hòulái,3,"1,2,3",名,671,三级
hsk3_172,后年,后年,hòunián,3,"1,2,3",名,672,三级
hsk3_173,后天,后天,hòutiān,3,"1,2,3",名,673,三级
hsk3_174,护照,护照,hùzhào,3,"1,2,3",名,674,三级
hsk3_175,花园,花园,huāyuán,3,"1,2,3",名,675,三级
hsk3_176,画家,画家,huàjiā,3,"1,2,3",名,676,三级
hsk3_177,欢迎,欢迎,huānyíng,3,"1,2,3",动,677,三级
hsk3_178,还,还,huán,3,"1,2,3",动,678,三级
hsk3_179,环境,环境,huánjìng,3,"1,2,3",名,679,三级
hsk3_180,换,换,huàn,3,"1,2,3",动,680,三级
hsk3_181,黄色,黄色,huángsè,3,"1,2,3",名,681,三级
hsk3_182,回答,回答,huídá,3,"1,2,3",动,682,三级
hsk3_183,会,会2,huì,3,"1,2,3",名,683,三级
hsk3_184,会议,会议,huìyì,3,"1,2,3",名,684,三级
hsk3_185,或,或,huò,3,"1,2,3",连、（副）,685,三级（六级）
hsk3_186,或者,或者,huòzhě,3,"1,2,3",连,686,三级
hsk3_187,鸡,鸡,jī,3,"1,2,3",名,687,三级
hsk3_188,几乎,几乎,jīhū,3,"1,2,3",副,688,三级
hsk3_189,机会,机会,jīhuì,3,"1,2,3",名,689,三级
hsk3_190,极,极,jí,3,"1,2,3",副,690,三级
hsk3_191,急,急,jí,3,"1,2,3",形、动,691,三级
hsk3_192,记,记,jì,3,"1,2,3",动,692,三级
hsk3_193,季,季,jì,3,"1,2,3",名,693,三级
hsk3_194,季节,季节,jìjié,3,"1,2,3",名,694,三级
hsk3_195,加,加,jiā,3,"1,2,3",动,695,三级
hsk3_196,假期,假期,jiàqī,3,"1,2,3",名,696,三级
hsk3_197,坚持,坚持,jiānchí,3,"1,2,3",动,697,三级
hsk3_198,检查,检查,jiǎnchá,3,"1,2,3",动,698,三级
hsk3_199,简单,简单,jiǎndān,3,"1,2,3",形,699,三级
hsk3_200,检票,检票,jiǎnpiào,3,"1,2,3",动,700,三级
hsk3_201,健康,健康,jiànkāng,3,"1,2,3",形,701,三级
hsk3_202,见面,见面,jiànmiàn,3,"1,2,3",动,702,三级
hsk3_203,讲,讲,jiǎng,3,"1,2,3",动,703,三级
hsk3_204,角,角,jiǎo,3,"1,2,3",量,704,三级
hsk3_205,脚,脚,jiǎo,3,"1,2,3",名,705,三级
hsk3_206,接,接,jiē,3,"1,2,3",动,706,三级
hsk3_207,街,街,jiē,3,"1,2,3",名,707,三级
hsk3_208,节,节,jié,3,"1,2,3",量、名、（动）,708,三级（四级）
hsk3_209,结婚,结婚,jiéhūn,3,"1,2,3",动,709,三级
hsk3_210,节目,节目,jiémù,3,"1,2,3",名,710,三级
hsk3_211,节日,节日,jiérì,3,"1,2,3",名,711,三级
hsk3_212,结束,结束,jiéshù,3,"1,2,3",动,712,三级
hsk3_213,解决,解决,jiějué,3,"1,2,3",动,713,三级
hsk3_214,姐妹,姐妹,jiěmèi,3,"1,2,3",名,714,三级
hsk3_215,借,借,jiè,3,"1,2,3",动,715,三级
hsk3_216,斤,斤,jīn,3,"1,2,3",量,716,三级
hsk3_217,经过,经过,jīngguò,3,"1,2,3",动、名,717,三级
hsk3_218,经理,经理,jīnglǐ,3,"1,2,3",名,718,三级
hsk3_219,久,久,jiǔ,3,"1,2,3",形,719,三级
hsk3_220,酒,酒,jiǔ,3,"1,2,3",名,720,三级
hsk3_221,旧,旧,jiù,3,"1,2,3",形,721,三级
hsk3_222,句,句,jù,3,"1,2,3",量,722,三级
hsk3_223,句子,句子,jùzi,3,"1,2,3",名,723,三级
hsk3_224,决定,决定,juédìng,3,"1,2,3",动、名,724,三级
hsk3_225,卡,卡,kǎ,3,"1,2,3",名,725,三级
hsk3_226,开花,开花,kāihuā,3,"1,2,3",动,726,三级
hsk3_227,开会,开会,kāihuì,3,"1,2,3",动,727,三级
hsk3_228,开机,开机,kāijī,3,"1,2,3",动,728,三级
hsk3_229,开心,开心,kāixīn,3,"1,2,3",形,729,三级
hsk3_230,看来,看来,kànlái,3,"1,2,3",动,730,三级
hsk3_231,可,可,kě,3,"1,2,3",连、（副）,731,三级（五级）
hsk3_232,渴,渴,kě,3,"1,2,3",形,732,三级
hsk3_233,可爱,可爱,kě’ài,3,"1,2,3",形,733,三级
hsk3_234,可是,可是,kěshì,3,"1,2,3",连,734,三级
hsk3_235,刻,刻,kè,3,"1,2,3",量、（动）,735,三级（五级）
hsk3_236,课本,课本,kèběn,3,"1,2,3",名,736,三级
hsk3_237,客人,客人,kèrén,3,"1,2,3",名,737,三级
hsk3_238,课文,课文,kèwén,3,"1,2,3",名,738,三级
hsk3_239,空调,空调,kōngtiáo,3,"1,2,3",名,739,三级
hsk3_240,哭,哭,kū,3,"1,2,3",动,740,三级
hsk3_241,筷子,筷子,kuàizi,3,"1,2,3",名,741,三级
hsk3_242,矿泉水,矿泉水,kuàngquánshuǐ,3,"1,2,3",名,742,三级
hsk3_243,来自,来自,láizì,3,"1,2,3",动,743,三级
hsk3_244,蓝,蓝,lán,3,"1,2,3",形,744,三级
hsk3_245,老,老,lǎo,3,"1,2,3",形、前缀、（副）,745,三级（四级）
hsk3_246,老人,老人,lǎorén,3,"1,2,3",名,746,三级
hsk3_247,离开,离开,líkāi,3,"1,2,3",动,747,三级
hsk3_248,礼物,礼物,lǐwù,3,"1,2,3",名,748,三级
hsk3_249,历史,历史,lìshǐ,3,"1,2,3",名,749,三级
hsk3_250,脸,脸,liǎn,3,"1,2,3",名,750,三级
hsk3_251,练,练,liàn,3,"1,2,3",动,751,三级
hsk3_252,练习,练习,liànxí,3,"1,2,3",动、名,752,三级
hsk3_253,凉快,凉快,liángkuai,3,"1,2,3",形,753,三级
hsk3_254,辆,辆,liàng,3,"1,2,3",量,754,三级
hsk3_255,聊,聊,liáo,3,"1,2,3",动,755,三级
hsk3_256,聊天儿,聊天儿,liáotiānr,3,"1,2,3",动,756,三级
hsk3_257,了解,了解,liǎojiě,3,"1,2,3",动,757,三级
hsk3_258,邻居,邻居,línjū,3,"1,2,3",名,758,三级
hsk3_259,留学,留学,liúxué,3,"1,2,3",动,759,三级
hsk3_260,留学生,留学生,liúxuéshēng,3,"1,2,3",名,760,三级
hsk3_261,楼梯,楼梯,lóutī,3,"1,2,3",名,761,三级
hsk3_262,路边,路边,lùbiān,3,"1,2,3",名,762,三级
hsk3_263,路口,路口,lùkǒu,3,"1,2,3",名,763,三级
hsk3_264,马,马,mǎ,3,"1,2,3",名,764,三级
hsk3_265,马路,马路,mǎlù,3,"1,2,3",名,765,三级
hsk3_266,马上,马上,mǎshàng,3,"1,2,3",副,766,三级
hsk3_267,满意,满意,mǎnyì,3,"1,2,3",动,767,三级
hsk3_268,毛,毛,máo,3,"1,2,3",量、（名）,768,三级（五级）
hsk3_269,米,米,mǐ,3,"1,2,3",量,769,三级
hsk3_270,面前,面前,miànqián,3,"1,2,3",名,770,三级
hsk3_271,明白,明白,míngbai,3,"1,2,3",形、动,771,三级
hsk3_272,名单,名单,míngdān,3,"1,2,3",名,772,三级
hsk3_273,名人,名人,míngrén,3,"1,2,3",名,773,三级
hsk3_274,南,南,nán,3,"1,2,3",名,774,三级
hsk3_275,难,难,nán,3,"1,2,3",形、（动）,775,三级（六级）
hsk3_276,南方,南方,nánfāng,3,"1,2,3",名,776,三级
hsk3_277,难过,难过,nánguò,3,"1,2,3",形,777,三级
hsk3_278,难看,难看,nánkàn,3,"1,2,3",形,778,三级
hsk3_279,男人,男人,nánrén,3,"1,2,3",名,779,三级
hsk3_280,男生,男生,nánshēng,3,"1,2,3",名,780,三级
hsk3_281,难题,难题,nántí,3,"1,2,3",名,781,三级
hsk3_282,难听,难听,nántīng,3,"1,2,3",形,782,三级
hsk3_283,年级,年级,niánjí,3,"1,2,3",名,783,三级
hsk3_284,年轻,年轻,niánqīng,3,"1,2,3",形,784,三级
hsk3_285,牛,牛,niú,3,"1,2,3",名、（形）,785,三级（五级）
hsk3_286,努力,努力,nǔlì,3,"1,2,3",动、形,786,三级
hsk3_287,女人,女人,nǚrén,3,"1,2,3",名,787,三级
hsk3_288,女生,女生,nǚshēng,3,"1,2,3",名,788,三级
hsk3_289,爬,爬,pá,3,"1,2,3",动,789,三级
hsk3_290,怕,怕,pà,3,"1,2,3",动、（副）,790,三级（四级）
hsk3_291,拍照,拍照,pāizhào,3,"1,2,3",动,791,三级
hsk3_292,盘子,盘子,pánzi,3,"1,2,3",名,792,三级
hsk3_293,胖,胖,pàng,3,"1,2,3",形,793,三级
hsk3_294,啤酒,啤酒,píjiǔ,3,"1,2,3",名,794,三级
hsk3_295,平时,平时,píngshí,3,"1,2,3",名,795,三级
hsk3_296,瓶子,瓶子,píngzi,3,"1,2,3",名,796,三级
hsk3_297,骑,骑,qí,3,"1,2,3",动,797,三级
hsk3_298,奇怪,奇怪,qíguài,3,"1,2,3",形,798,三级
hsk3_299,其实,其实,qíshí,3,"1,2,3",副,799,三级
hsk3_300,其他,其他,qítā,3,"1,2,3",代,800,三级
hsk3_301,起,起,qǐ,3,"1,2,3",动、（量）,801,三级（五级）
hsk3_302,起飞,起飞,qǐfēi,3,"1,2,3",动,802,三级
hsk3_303,汽车,汽车,qìchē,3,"1,2,3",名,803,三级
hsk3_304,铅笔,铅笔,qiānbǐ,3,"1,2,3",名,804,三级
hsk3_305,前年,前年,qiánnián,3,"1,2,3",名,805,三级
hsk3_306,前天,前天,qiántiān,3,"1,2,3",名,806,三级
hsk3_307,清楚,清楚,qīngchu,3,"1,2,3",形、动,807,三级
hsk3_308,请假,请假,qǐngjià,3,"1,2,3",动,808,三级
hsk3_309,请客,请客,qǐngkè,3,"1,2,3",动,809,三级
hsk3_310,秋天,秋天,qiūtiān,3,"1,2,3",名,810,三级
hsk3_311,球场,球场,qiúchǎng,3,"1,2,3",名,811,三级
hsk3_312,裙子,裙子,qúnzi,3,"1,2,3",名,812,三级
hsk3_313,然后,然后,ránhòu,3,"1,2,3",连,813,三级
hsk3_314,热情,热情,rèqíng,3,"1,2,3",形,814,三级
hsk3_315,认得,认得,rènde,3,"1,2,3",动,815,三级
hsk3_316,认为,认为,rènwéi,3,"1,2,3",动,816,三级
hsk3_317,认真,认真,rènzhēn,3,"1,2,3",形,817,三级
hsk3_318,容易,容易,róngyì,3,"1,2,3",形,818,三级
hsk3_319,如果,如果,rúguǒ,3,"1,2,3",连,819,三级
hsk3_320,伞,伞,sǎn,3,"1,2,3",名,820,三级
hsk3_321,扫,扫,sǎo,3,"1,2,3",动,821,三级
hsk3_322,沙发,沙发,shāfā,3,"1,2,3",名,822,三级
hsk3_323,山,山,shān,3,"1,2,3",名,823,三级
hsk3_324,上衣,上衣,shàngyī,3,"1,2,3",名,824,三级
hsk3_325,勺子,勺子,sháozi,3,"1,2,3",名,825,三级
hsk3_326,身边,身边,shēnbiān,3,"1,2,3",名,826,三级
hsk3_327,身高,身高,shēngāo,3,"1,2,3",名,827,三级
hsk3_328,声,声,shēng,3,"1,2,3",名、量,828,三级
hsk3_329,生活,生活,shēnghuó,3,"1,2,3",名、动,829,三级
hsk3_330,生气,生气,shēngqì,3,"1,2,3",动,830,三级
hsk3_331,声音,声音,shēngyīn,3,"1,2,3",名,831,三级
hsk3_332,市,市,shì,3,"1,2,3",名,832,三级
hsk3_333,试,试,shì,3,"1,2,3",动,833,三级
hsk3_334,室,室,shì,3,"1,2,3",名,834,三级
hsk3_335,世界,世界,shìjiè,3,"1,2,3",名,835,三级
hsk3_336,收,收,shōu,3,"1,2,3",动,836,三级
hsk3_337,收到,收到,shōudào,3,"1,2,3",动,837,三级
hsk3_338,受,受,shòu,3,"1,2,3",动,838,三级
hsk3_339,瘦,瘦,shòu,3,"1,2,3",形,839,三级
hsk3_340,受到,受到,shòudào,3,"1,2,3",动,840,三级
hsk3_341,叔叔,叔叔,shūshu,3,"1,2,3",名,841,三级
hsk3_342,树,树,shù,3,"1,2,3",名,842,三级
hsk3_343,数学,数学,shùxué,3,"1,2,3",名,843,三级
hsk3_344,刷,刷,shuā,3,"1,2,3",动,844,三级
hsk3_345,双,双,shuāng,3,"1,2,3",量,845,三级
hsk3_346,水平,水平,shuǐpíng,3,"1,2,3",名,846,三级
hsk3_347,司机,司机,sījī,3,"1,2,3",名,847,三级
hsk3_348,四季,四季,sìjì,3,"1,2,3",名,848,三级
hsk3_349,太阳,太阳,tàiyáng,3,"1,2,3",名,849,三级
hsk3_350,糖,糖,táng,3,"1,2,3",名,850,三级
hsk3_351,特别,特别,tèbié,3,"1,2,3",形、副,851,三级
hsk3_352,提高,提高,tígāo,3,"1,2,3",动,852,三级
hsk3_353,体育,体育,tǐyù,3,"1,2,3",名,853,三级
hsk3_354,体育馆,体育馆,tǐyùguǎn,3,"1,2,3",名,854,三级
hsk3_355,甜,甜,tián,3,"1,2,3",形,855,三级
hsk3_356,跳,跳,tiào,3,"1,2,3",动,856,三级
hsk3_357,听说,听说,tīngshuō,3,"1,2,3",动,857,三级
hsk3_358,挺,挺,tǐng,3,"1,2,3",副、（动）,858,三级（七-九级）
hsk3_359,同事,同事,tóngshì,3,"1,2,3",名,859,三级
hsk3_360,同意,同意,tóngyì,3,"1,2,3",动,860,三级
hsk3_361,头发,头发,tóufa,3,"1,2,3",名,861,三级
hsk3_362,突然,突然,tūrán,3,"1,2,3",形,862,三级
hsk3_363,图书馆,图书馆,túshūguǎn,3,"1,2,3",名,863,三级
hsk3_364,腿,腿,tuǐ,3,"1,2,3",名,864,三级
hsk3_365,外地,外地,wàidì,3,"1,2,3",名,865,三级
hsk3_366,外卖,外卖,wàimài,3,"1,2,3",动、名,866,三级
hsk3_367,外语,外语,wàiyǔ,3,"1,2,3",名,867,三级
hsk3_368,完成,完成,wánchéng,3,"1,2,3",动,868,三级
hsk3_369,碗,碗,wǎn,3,"1,2,3",名,869,三级
hsk3_370,晚点,晚点,wǎndiǎn,3,"1,2,3",动,870,三级
hsk3_371,晚会,晚会,wǎnhuì,3,"1,2,3",名,871,三级
hsk3_372,网球,网球,wǎngqiú,3,"1,2,3",名,872,三级
hsk3_373,网站,网站,wǎngzhàn,3,"1,2,3",名,873,三级
hsk3_374,忘记,忘记,wàngjì,3,"1,2,3",动,874,三级
hsk3_375,为,为,wèi,3,"1,2,3",介,875,三级
hsk3_376,为了,为了,wèile,3,"1,2,3",介,876,三级
hsk3_377,卫生间,卫生间,wèishēngjiān,3,"1,2,3",名,877,三级
hsk3_378,文化,文化,wénhuà,3,"1,2,3",名,878,三级
hsk3_379,屋子,屋子,wūzi,3,"1,2,3",名,879,三级
hsk3_380,西,西,xī,3,"1,2,3",名,880,三级
hsk3_381,西北,西北,xīběi,3,"1,2,3",名,881,三级
hsk3_382,西方,西方,xīfāng,3,"1,2,3",名,882,三级
hsk3_383,西瓜,西瓜,xīguā,3,"1,2,3",名,883,三级
hsk3_384,西南,西南,xīnán,3,"1,2,3",名,884,三级
hsk3_385,习惯,习惯,xíguàn,3,"1,2,3",动、名,885,三级
hsk3_386,喜爱,喜爱,xǐ’ài,3,"1,2,3",动,886,三级
hsk3_387,洗衣机,洗衣机,xǐyījī,3,"1,2,3",名,887,三级
hsk3_388,洗澡,洗澡,xǐzǎo,3,"1,2,3",动,888,三级
hsk3_389,夏天,夏天,xiàtiān,3,"1,2,3",名,889,三级
hsk3_390,先,先,xiān,3,"1,2,3",副,890,三级
hsk3_391,香蕉,香蕉,xiāngjiāo,3,"1,2,3",名,891,三级
hsk3_392,相信,相信,xiāngxìn,3,"1,2,3",动,892,三级
