id,word,sourceWord,pinyin,introducedLevel,hskLevels,partOfSpeechSource,sourceSort,sourceLevelName
hsk4_154,底下,底下,dǐxia,4,"1,2,3,4",名,1154,四级
hsk4_155,地球,地球,dìqiú,4,"1,2,3,4",名,1155,四级
hsk4_156,地址,地址,dìzhǐ,4,"1,2,3,4",名,1156,四级
hsk4_157,点名,点名,diǎnmíng,4,"1,2,3,4",动,1157,四级
hsk4_158,点头,点头,diǎntóu,4,"1,2,3,4",动,1158,四级
hsk4_159,电动车,电动车,diàndòngchē,4,"1,2,3,4",名,1159,四级
hsk4_160,电视剧,电视剧,diànshìjù,4,"1,2,3,4",名,1160,四级
hsk4_161,掉,掉,diào,4,"1,2,3,4",动,1161,四级
hsk4_162,调查,调查,diàochá,4,"1,2,3,4",动,1162,四级
hsk4_163,订,订,dìng,4,"1,2,3,4",动,1163,四级
hsk4_164,定,定,dìng,4,"1,2,3,4",动,1164,四级
hsk4_165,东部,东部,dōngbù,4,"1,2,3,4",名,1165,四级
hsk4_166,动车,动车,dòngchē,4,"1,2,3,4",名,1166,四级
hsk4_167,动作,动作,dòngzuò,4,"1,2,3,4",名,1167,四级
hsk4_168,读者,读者,dúzhě,4,"1,2,3,4",名,1168,四级
hsk4_169,堵车,堵车,dǔchē,4,"1,2,3,4",动,1169,四级
hsk4_170,度假,度假,dùjià,4,"1,2,3,4",动,1170,四级
hsk4_171,肚子,肚子,dùzi,4,"1,2,3,4",名,1171,四级
hsk4_172,短信,短信,duǎnxìn,4,"1,2,3,4",名,1172,四级
hsk4_173,队,队,duì,4,"1,2,3,4",名、（量）,1173,四级（五级）
hsk4_174,对方,对方,duìfāng,4,"1,2,3,4",名,1174,四级
hsk4_175,对面,对面,duìmiàn,4,"1,2,3,4",名,1175,四级
hsk4_176,对于,对于,duìyú,4,"1,2,3,4",介,1176,四级
hsk4_177,队员,队员,duìyuán,4,"1,2,3,4",名,1177,四级
hsk4_178,队长,队长,duìzhǎng,4,"1,2,3,4",名,1178,四级
hsk4_179,顿,顿,dùn,4,"1,2,3,4",量、（动）,1179,四级（七-九级）
hsk4_180,多么,多么,duōme,4,"1,2,3,4",副,1180,四级
hsk4_181,多数,多数,duōshù,4,"1,2,3,4",名,1181,四级
hsk4_182,多样,多样,duōyàng,4,"1,2,3,4",形,1182,四级
hsk4_183,而,而,ér,4,"1,2,3,4",连,1183,四级
hsk4_184,儿童,儿童,értóng,4,"1,2,3,4",名,1184,四级
hsk4_185,发出,发出,fāchū,4,"1,2,3,4",动,1185,四级
hsk4_186,发送,发送,fāsòng,4,"1,2,3,4",动,1186,四级
hsk4_187,法,法,fǎ,4,"1,2,3,4",名,1187,四级
hsk4_188,法律,法律,fǎlǜ,4,"1,2,3,4",名,1188,四级
hsk4_189,翻译,翻译,fānyì,4,"1,2,3,4",动、名,1189,四级
hsk4_190,烦,烦,fán,4,"1,2,3,4",形、动,1190,四级
hsk4_191,烦恼,烦恼,fánnǎo,4,"1,2,3,4",形,1191,四级
hsk4_192,反对,反对,fǎnduì,4,"1,2,3,4",动,1192,四级
hsk4_193,方面,方面,fāngmiàn,4,"1,2,3,4",名,1193,四级
hsk4_194,方式,方式,fāngshì,4,"1,2,3,4",名,1194,四级
hsk4_195,房东,房东,fángdōng,4,"1,2,3,4",名,1195,四级
hsk4_196,房租,房租,fángzū,4,"1,2,3,4",名,1196,四级
hsk4_197,放弃,放弃,fàngqì,4,"1,2,3,4",动,1197,四级
hsk4_198,放松,放松,fàngsōng,4,"1,2,3,4",动,1198,四级
hsk4_199,费,费,fèi,4,"1,2,3,4",名、动,1199,四级
hsk4_200,费用,费用,fèiyong,4,"1,2,3,4",名,1200,四级
hsk4_201,分数,分数,fēnshù,4,"1,2,3,4",名,1201,四级
hsk4_202,分为,分为,fēnwéi,4,"1,2,3,4",动,1202,四级
hsk4_203,份,份,fèn,4,"1,2,3,4",量,1203,四级
hsk4_204,丰富,丰富,fēngfù,4,"1,2,3,4",形,1204,四级
hsk4_205,风景,风景,fēngjǐng,4,"1,2,3,4",名,1205,四级
hsk4_206,否则,否则,fǒuzé,4,"1,2,3,4",连,1206,四级
hsk4_207,幅,幅,fú,4,"1,2,3,4",量,1207,四级
hsk4_208,符合,符合,fúhé,4,"1,2,3,4",动,1208,四级
hsk4_209,付,付,fù,4,"1,2,3,4",动,1209,四级
hsk4_210,父母,父母,fùmǔ,4,"1,2,3,4",名,1210,四级
hsk4_211,父女,父女,fùnǚ,4,"1,2,3,4",名,1211,四级
hsk4_212,父亲,父亲,fùqīn,4,"1,2,3,4",名,1212,四级
hsk4_213,复印,复印,fùyìn,4,"1,2,3,4",动,1213,四级
hsk4_214,复杂,复杂,fùzá,4,"1,2,3,4",形,1214,四级
hsk4_215,负责,负责,fùzé,4,"1,2,3,4",动、形,1215,四级
hsk4_216,负责人,负责人,fùzérén,4,"1,2,3,4",名,1216,四级
hsk4_217,父子,父子,fùzǐ,4,"1,2,3,4",名,1217,四级
hsk4_218,改,改,gǎi,4,"1,2,3,4",动,1218,四级
hsk4_219,改变,改变,gǎibiàn,4,"1,2,3,4",动,1219,四级
hsk4_220,干,干,gān,4,"1,2,3,4",形、（名）,1220,四级（五级）
hsk4_221,干杯,干杯,gānbēi,4,"1,2,3,4",动,1221,四级
hsk4_222,赶,赶,gǎn,4,"1,2,3,4",动,1222,四级
hsk4_223,敢,敢,gǎn,4,"1,2,3,4",动,1223,四级
hsk4_224,感,感,gǎn,4,"1,2,3,4",后缀,1224,四级
hsk4_225,感动,感动,gǎndòng,4,"1,2,3,4",形、动,1225,四级
hsk4_226,赶紧,赶紧,gǎnjǐn,4,"1,2,3,4",副,1226,四级
hsk4_227,感觉,感觉,gǎnjué,4,"1,2,3,4",名、动,1227,四级
hsk4_228,赶快,赶快,gǎnkuài,4,"1,2,3,4",副,1228,四级
hsk4_229,感情,感情,gǎnqíng,4,"1,2,3,4",名,1229,四级
hsk4_230,感人,感人,gǎnrén,4,"1,2,3,4",形,1230,四级
hsk4_231,赶上,赶上,gǎnshàng,4,"1,2,3,4",动,1231,四级
hsk4_232,感受,感受,gǎnshòu,4,"1,2,3,4",动、名,1232,四级
hsk4_233,感谢,感谢,gǎnxiè,4,"1,2,3,4",动,1233,四级
hsk4_234,干活儿,干活儿,gànhuór,4,"1,2,3,4",动,1234,四级
hsk4_235,钢琴,钢琴,gāngqín,4,"1,2,3,4",名,1235,四级
hsk4_236,高价,高价,gāojià,4,"1,2,3,4",名,1236,四级
hsk4_237,高考,高考,gāokǎo,4,"1,2,3,4",名,1237,四级
hsk4_238,高速,高速,gāosù,4,"1,2,3,4",形,1238,四级
hsk4_239,高温,高温,gāowēn,4,"1,2,3,4",名,1239,四级
hsk4_240,高于,高于,gāoyú,4,"1,2,3,4",动,1240,四级
hsk4_241,胳膊,胳膊,gēbo,4,"1,2,3,4",名,1241,四级
hsk4_242,歌声,歌声,gēshēng,4,"1,2,3,4",名,1242,四级
hsk4_243,歌手,歌手,gēshǒu,4,"1,2,3,4",名,1243,四级
hsk4_244,各,各,gè,4,"1,2,3,4",代、副,1244,四级
hsk4_245,各地,各地,gèdì,4,"1,2,3,4",名,1245,四级
hsk4_246,各个,各个,gègè,4,"1,2,3,4",代、副,1246,四级
hsk4_247,各位,各位,gèwèi,4,"1,2,3,4",代,1247,四级
hsk4_248,各种,各种,gèzhǒng,4,"1,2,3,4",代,1248,四级
hsk4_249,更加,更加,gèngjiā,4,"1,2,3,4",副,1249,四级
hsk4_250,工厂,工厂,gōngchǎng,4,"1,2,3,4",名,1250,四级
hsk4_251,功夫,功夫,gōngfu,4,"1,2,3,4",名,1251,四级
hsk4_252,公共,公共,gōnggòng,4,"1,2,3,4",形,1252,四级
hsk4_253,功课,功课,gōngkè,4,"1,2,3,4",名,1253,四级
hsk4_254,公里,公里,gōnglǐ,4,"1,2,3,4",量,1254,四级
hsk4_255,公路,公路,gōnglù,4,"1,2,3,4",名,1255,四级
hsk4_256,工人,工人,gōngrén,4,"1,2,3,4",名,1256,四级
hsk4_257,工资,工资,gōngzī,4,"1,2,3,4",名,1257,四级
hsk4_258,共,共,gòng,4,"1,2,3,4",副,1258,四级
hsk4_259,共同,共同,gòngtóng,4,"1,2,3,4",形,1259,四级
hsk4_260,够,够,gòu,4,"1,2,3,4",动、副,1260,四级
hsk4_261,购买,购买,gòumǎi,4,"1,2,3,4",动,1261,四级
hsk4_262,购物,购物,gòuwù,4,"1,2,3,4",动,1262,四级
hsk4_263,估计,估计,gūjì,4,"1,2,3,4",动,1263,四级
hsk4_264,姑娘,姑娘,gūniang,4,"1,2,3,4",名,1264,四级
hsk4_265,鼓励,鼓励,gǔlì,4,"1,2,3,4",动,1265,四级
hsk4_266,顾客,顾客,gùkè,4,"1,2,3,4",名,1266,四级
hsk4_267,故意,故意,gùyì,4,"1,2,3,4",副,1267,四级
hsk4_268,挂,挂,guà,4,"1,2,3,4",动,1268,四级
hsk4_269,关键,关键,guānjiàn,4,"1,2,3,4",名、形,1269,四级
hsk4_270,观看,观看,guānkàn,4,"1,2,3,4",动,1270,四级
hsk4_271,观众,观众,guānzhòng,4,"1,2,3,4",名,1271,四级
hsk4_272,管,管,guǎn,4,"1,2,3,4",动、（名、量）,1272,四级（五级）
hsk4_273,管理,管理,guǎnlǐ,4,"1,2,3,4",动,1273,四级
hsk4_274,光,光,guāng,4,"1,2,3,4",名、形、动、副,1274,四级
hsk4_275,广播,广播,guǎngbō,4,"1,2,3,4",动、名,1275,四级
hsk4_276,广告,广告,guǎnggào,4,"1,2,3,4",名,1276,四级
hsk4_277,逛,逛,guàng,4,"1,2,3,4",动,1277,四级
hsk4_278,规定,规定,guīdìng,4,"1,2,3,4",动、名,1278,四级
hsk4_279,国籍,国籍,guójí,4,"1,2,3,4",名,1279,四级
hsk4_280,国际,国际,guójì,4,"1,2,3,4",形、名,1280,四级
hsk4_281,果汁,果汁,guǒzhī,4,"1,2,3,4",名,1281,四级
hsk4_282,过程,过程,guòchéng,4,"1,2,3,4",名,1282,四级
hsk4_283,海洋,海洋,hǎiyáng,4,"1,2,3,4",名,1283,四级
hsk4_284,害羞,害羞,hàixiū,4,"1,2,3,4",形,1284,四级
hsk4_285,寒假,寒假,hánjià,4,"1,2,3,4",名,1285,四级
hsk4_286,寒冷,寒冷,hánlěng,4,"1,2,3,4",形,1286,四级
hsk4_287,喊,喊,hǎn,4,"1,2,3,4",动,1287,四级
hsk4_288,汗,汗,hàn,4,"1,2,3,4",名,1288,四级
hsk4_289,航班,航班,hángbān,4,"1,2,3,4",名,1289,四级
hsk4_290,好处,好处,hǎochù,4,"1,2,3,4",名,1290,四级
hsk4_291,好好,好好,hǎohǎo,4,"1,2,3,4",形、副,1291,四级
hsk4_292,好笑,好笑,hǎoxiào,4,"1,2,3,4",形,1292,四级
hsk4_293,合格,合格,hégé,4,"1,2,3,4",形,1293,四级
hsk4_294,盒子,盒子,hézi,4,"1,2,3,4",名,1294,四级
hsk4_295,红包,红包,hóngbāo,4,"1,2,3,4",名,1295,四级
hsk4_296,厚,厚,hòu,4,"1,2,3,4",形,1296,四级
hsk4_297,后悔,后悔,hòuhuǐ,4,"1,2,3,4",动,1297,四级
hsk4_298,忽然,忽然,hūrán,4,"1,2,3,4",副,1298,四级
hsk4_299,互联网,互联网,hùliánwǎng,4,"1,2,3,4",名,1299,四级
hsk4_300,护士,护士,hùshi,4,"1,2,3,4",名,1300,四级
hsk4_301,互相,互相,hùxiāng,4,"1,2,3,4",副,1301,四级
hsk4_302,话剧,话剧,huàjù,4,"1,2,3,4",名,1302,四级
hsk4_303,怀疑,怀疑,huáiyí,4,"1,2,3,4",动,1303,四级
hsk4_304,坏处,坏处,huàichù,4,"1,2,3,4",名,1304,四级
hsk4_305,环保,环保,huánbǎo,4,"1,2,3,4",名、形,1305,四级
hsk4_306,换乘,换乘,huànchéng,4,"1,2,3,4",动,1306,四级
hsk4_307,回复,回复,huífù,4,"1,2,3,4",动,1307,四级
hsk4_308,回信,回信,huíxìn,4,"1,2,3,4",动、名,1308,四级
hsk4_309,回忆,回忆,huíyì,4,"1,2,3,4",动,1309,四级
hsk4_310,会员,会员,huìyuán,4,"1,2,3,4",名,1310,四级
hsk4_311,活,活,huó,4,"1,2,3,4",动、形、名,1311,四级
hsk4_312,活动,活动,huódòng,4,"1,2,3,4",动、名,1312,四级
hsk4_313,活泼,活泼,huópō,4,"1,2,3,4",形,1313,四级
hsk4_314,火,火,huǒ,4,"1,2,3,4",名、形,1314,四级
hsk4_315,货,货,huò,4,"1,2,3,4",名,1315,四级
hsk4_316,获得,获得,huòdé,4,"1,2,3,4",动,1316,四级
hsk4_317,获奖,获奖,huòjiǎng,4,"1,2,3,4",动,1317,四级
hsk4_318,获取,获取,huòqǔ,4,"1,2,3,4",动,1318,四级
hsk4_319,基本,基本,jīběn,4,"1,2,3,4",形、副,1319,四级
hsk4_320,基本上,基本上,jīběnshàng,4,"1,2,3,4",副,1320,四级
hsk4_321,基础,基础,jīchǔ,4,"1,2,3,4",名,1321,四级
hsk4_322,激动,激动,jīdòng,4,"1,2,3,4",形、动,1322,四级
hsk4_323,积极,积极,jījí,4,"1,2,3,4",形,1323,四级
hsk4_324,积累,积累,jīlěi,4,"1,2,3,4",动,1324,四级
hsk4_325,及时,及时,jíshí,4,"1,2,3,4",形、副,1325,四级
hsk4_326,即使,即使,jíshǐ,4,"1,2,3,4",连,1326,四级
hsk4_327,既,既,jì,4,"1,2,3,4",副、连,1327,四级
hsk4_328,寄,寄,jì,4,"1,2,3,4",动,1328,四级
hsk4_329,计划,计划,jìhuà,4,"1,2,3,4",名、动,1329,四级
hsk4_330,既然,既然,jìrán,4,"1,2,3,4",连,1330,四级
hsk4_331,技术,技术,jìshù,4,"1,2,3,4",名,1331,四级
hsk4_332,继续,继续,jìxù,4,"1,2,3,4",动,1332,四级
hsk4_333,记者,记者,jìzhě,4,"1,2,3,4",名,1333,四级
hsk4_334,加班,加班,jiābān,4,"1,2,3,4",动,1334,四级
hsk4_335,家具,家具,jiājù,4,"1,2,3,4",名,1335,四级
hsk4_336,加快,加快,jiākuài,4,"1,2,3,4",动,1336,四级
hsk4_337,加强,加强,jiāqiáng,4,"1,2,3,4",动,1337,四级
hsk4_338,加入,加入,jiārù,4,"1,2,3,4",动,1338,四级
hsk4_339,加上,加上,jiāshàng,4,"1,2,3,4",连,1339,四级
hsk4_340,家庭,家庭,jiātíng,4,"1,2,3,4",名,1340,四级
hsk4_341,家乡,家乡,jiāxiāng,4,"1,2,3,4",名,1341,四级
hsk4_342,加油,加油,jiāyóu,4,"1,2,3,4",动,1342,四级
hsk4_343,加油站,加油站,jiāyóuzhàn,4,"1,2,3,4",名,1343,四级
hsk4_344,家长,家长,jiāzhǎng,4,"1,2,3,4",名,1344,四级
hsk4_345,假,假,jiǎ,4,"1,2,3,4",形,1345,四级
hsk4_346,价格,价格,jiàgé,4,"1,2,3,4",名,1346,四级
hsk4_347,价钱,价钱,jiàqián,4,"1,2,3,4",名,1347,四级
hsk4_348,假日,假日,jiàrì,4,"1,2,3,4",名,1348,四级
hsk4_349,减,减,jiǎn,4,"1,2,3,4",动,1349,四级
hsk4_350,减轻,减轻,jiǎnqīng,4,"1,2,3,4",动,1350,四级
hsk4_351,减少,减少,jiǎnshǎo,4,"1,2,3,4",动,1351,四级
hsk4_352,健身,健身,jiànshēn,4,"1,2,3,4",动,1352,四级
hsk4_353,健身房,健身房,jiànshēnfáng,4,"1,2,3,4",名,1353,四级
hsk4_354,建议,建议,jiànyì,4,"1,2,3,4",动、名,1354,四级
hsk4_355,江,江,jiāng,4,"1,2,3,4",名,1355,四级
hsk4_356,将,将,jiāng,4,"1,2,3,4",介、副,1356,四级
hsk4_357,将来,将来,jiānglái,4,"1,2,3,4",名,1357,四级
hsk4_358,将要,将要,jiāngyào,4,"1,2,3,4",副,1358,四级
